Posted On,BHK,Rent,Size,Floor,Area Type,Area Locality,City,Furnishing Status,Tenant Preferred,Bathroom,Point of Contact,property_id,temperature,humidity,description,feels_like,Rent_per_Sqft,Log_Rent,Is_Furnished,Monthly_Rental_Income,Est_Property_Value,Rent_Yield_Estimate,City_Median_Rent_Sqft,Investment_Label,Locality_Desirability_Score,City_Encoded
2022-06-23,2,55000,850,6 out of 10,Carpet Area,"Adityavardhan Apartment, Raheja Vihar",Mumbai,Furnished,Bachelors/Family,2,Contact Agent,1173,25.84,87,overcast clouds,26.75,64.70588235294117,10.915106645867503,1,55000,17000000,3.882352941176471,71.42857142857143,0,4.0,1
2022-05-17,4,300000,2200,7 out of 8,Carpet Area,JVPD Scheme,Mumbai,Furnished,Family,4,Contact Agent,1174,25.84,87,overcast clouds,26.75,136.36363636363637,12.611541086966115,1,300000,44000000,8.181818181818182,71.42857142857143,1,10.0,1
2022-07-07,1,23000,410,4 out of 7,Carpet Area,"Midas Enclave CHS , Nandiadwala Colony",Mumbai,Unfurnished,Bachelors/Family,1,Contact Agent,1175,25.84,87,overcast clouds,26.75,56.09756097560975,10.043292972227004,0,23000,8200000,3.3658536585365857,71.42857142857143,0,3.0,1
2022-06-04,1,30000,350,5 out of 16,Carpet Area,Prabhadevi,Mumbai,Unfurnished,Bachelors/Family,1,Contact Agent,1176,25.84,87,overcast clouds,26.75,85.71428571428571,10.308985993422082,0,30000,7000000,5.142857142857142,71.42857142857143,1,7.0,1
2022-06-20,2,85000,870,5 out of 21,Carpet Area,"Royal Residency, Lal Baug",Mumbai,Furnished,Bachelors/Family,2,Contact Agent,1177,25.84,87,overcast clouds,26.75,97.70114942528735,11.350418300109132,1,85000,17400000,5.862068965517241,71.42857142857143,1,8.0,1
2022-05-02,1,14500,490,12 out of 20,Carpet Area,Ketki Pada,Mumbai,Unfurnished,Bachelors/Family,2,Contact Owner,1178,25.84,87,overcast clouds,26.75,29.591836734693878,9.581972891547895,0,14500,9800000,1.7755102040816328,71.42857142857143,0,1.0,1
2022-06-04,1,20000,300,2 out of 12,Carpet Area,"Sundar Nagar, Kalina",Mumbai,Semi-Furnished,Bachelors/Family,1,Contact Agent,1179,25.84,87,overcast clouds,26.75,66.66666666666667,9.90353755128617,1,20000,6000000,4.0,71.42857142857143,0,5.0,1
2022-06-04,3,110000,1300,4 out of 12,Carpet Area,Kalina,Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Agent,1180,25.84,87,overcast clouds,26.75,84.61538461538461,11.608244735642321,1,110000,26000000,5.076923076923077,71.42857142857143,1,7.0,1
2022-06-30,2,40000,700,11 out of 15,Carpet Area,Collector Colony,Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent,1181,25.84,87,overcast clouds,26.75,57.142857142857146,10.596659732783579,0,40000,14000000,3.428571428571429,71.42857142857143,0,3.0,1
2022-05-23,1,85000,695,2 out of 7,Carpet Area,Union Park,Mumbai,Furnished,Bachelors/Family,2,Contact Agent,1182,25.84,87,overcast clouds,26.75,122.3021582733813,11.350418300109132,1,85000,13900000,7.338129496402877,71.42857142857143,1,9.0,1
2022-05-31,5,650000,3000,8 out of 10,Carpet Area,Khar West,Mumbai,Semi-Furnished,Bachelors/Family,5,Contact Agent,1183,25.84,87,overcast clouds,26.75,216.66666666666666,13.384729180332174,1,650000,60000000,13.0,71.42857142857143,1,10.0,1
2022-06-16,1,40000,415,15 out of 22,Carpet Area,"Kanakia Rainforest, Andheri East",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,1184,25.84,87,overcast clouds,26.75,96.3855421686747,10.596659732783579,1,40000,8300000,5.783132530120482,71.42857142857143,1,8.0,1
2022-05-23,1,80000,560,1 out of 7,Carpet Area,Waterfield Road,Mumbai,Furnished,Bachelors/Family,1,Contact Agent,1185,25.84,87,overcast clouds,26.75,142.85714285714286,11.289794413577894,1,80000,11200000,8.571428571428571,71.42857142857143,1,10.0,1
2022-06-25,1,21000,450,3 out of 13,Carpet Area,Bhandup Village,Mumbai,Unfurnished,Bachelors,2,Contact Agent,1186,25.84,87,overcast clouds,26.75,46.666666666666664,9.952325334619427,0,21000,9000000,2.8000000000000003,71.42857142857143,0,2.0,1
2022-07-07,2,55000,650,8 out of 18,Carpet Area,"White Lily Apartment, Bhandup East",Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent,1187,25.84,87,overcast clouds,26.75,84.61538461538461,10.915106645867503,0,55000,13000000,5.076923076923077,71.42857142857143,1,7.0,1
2022-06-23,3,43000,850,8 out of 14,Carpet Area,"Aspire, Kandivali East",Mumbai,Unfurnished,Family,3,Contact Agent,1188,25.84,87,overcast clouds,26.75,50.588235294117645,10.668978650219241,0,43000,17000000,3.035294117647059,71.42857142857143,0,2.0,1
2022-06-23,2,40000,750,2 out of 8,Carpet Area,"Techno Park I, Kandivali East",Mumbai,Unfurnished,Family,2,Contact Agent,1189,25.84,87,overcast clouds,26.75,53.333333333333336,10.596659732783579,0,40000,15000000,3.2,71.42857142857143,0,3.0,1
2022-05-31,1,12000,520,2 out of 3,Super Area,in Mira Road,Mumbai,Semi-Furnished,Bachelors/Family,1,Contact Owner,1190,25.84,87,overcast clouds,26.75,23.076923076923077,9.392745258631441,1,12000,10400000,1.3846153846153846,71.42857142857143,0,1.0,1
2022-05-11,2,58000,805,30 out of 58,Carpet Area,"Auris Serenity, Link Road",Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Agent,1191,25.84,87,overcast clouds,26.75,72.04968944099379,10.968215530759236,1,58000,16100000,4.3229813664596275,71.42857142857143,1,6.0,1
2022-07-06,2,45000,750,2 out of 8,Super Area,Andheri East,Mumbai,Furnished,Bachelors,2,Contact Owner,1192,25.84,87,overcast clouds,26.75,60.0,10.714439990727769,1,45000,15000000,3.5999999999999996,71.42857142857143,0,4.0,1
2022-07-09,2,45000,850,9 out of 12,Carpet Area,"Eco Residency, Andheri East",Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent,1193,25.84,87,overcast clouds,26.75,52.94117647058823,10.714439990727769,0,45000,17000000,3.176470588235294,71.42857142857143,0,3.0,1
2022-07-06,2,130000,700,7 out of 10,Carpet Area,Bandra West,Mumbai,Furnished,Bachelors/Family,2,Contact Agent,1194,25.84,87,overcast clouds,26.75,185.71428571428572,11.775297421715827,1,130000,14000000,11.142857142857142,71.42857142857143,1,10.0,1
2022-06-04,2,52000,550,3 out of 9,Carpet Area,Kalina,Mumbai,Furnished,Bachelors/Family,2,Contact Agent,1195,25.84,87,overcast clouds,26.75,94.54545454545455,10.859018228147887,1,52000,11000000,5.672727272727273,71.42857142857143,1,8.0,1
2022-07-09,2,90000,777,19 out of 22,Carpet Area,"Hiranandani Castle Rock, Hiranandani Gardens",Mumbai,Furnished,Bachelors/Family,2,Contact Agent,1196,25.84,87,overcast clouds,26.75,115.83011583011583,11.407576060361786,1,90000,15540000,6.94980694980695,71.42857142857143,1,9.0,1
2022-07-06,2,43000,771,15 out of 37,Carpet Area,"Kalpataru Crest, Bhandup West",Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent,1197,25.84,87,overcast clouds,26.75,55.77172503242542,10.668978650219241,0,43000,15420000,3.3463035019455254,71.42857142857143,0,3.0,1
2022-07-07,1,22000,400,3 out of 7,Carpet Area,"Midas Enclave CHS , Nandiadwala Colony",Mumbai,Unfurnished,Bachelors/Family,1,Contact Agent,1198,25.84,87,overcast clouds,26.75,55.0,9.99884318585288,0,22000,8000000,3.3000000000000003,71.42857142857143,0,3.0,1
2022-06-26,2,20000,600,7 out of 7,Carpet Area,"Marigold-5, Beverly Park",Mumbai,Furnished,Family,2,Contact Agent,1199,25.84,87,overcast clouds,26.75,33.333333333333336,9.90353755128617,1,20000,12000000,2.0,71.42857142857143,0,1.0,1
2022-07-06,4,90000,1250,2 out of 7,Carpet Area,Andheri West,Mumbai,Furnished,Family,4,Contact Agent,1200,25.84,87,overcast clouds,26.75,72.0,11.407576060361786,1,90000,25000000,4.32,71.42857142857143,1,6.0,1
2022-04-13,3,260000,1800,10 out of 11,Carpet Area,JVPD Scheme,Mumbai,Furnished,Family,4,Contact Agent,1201,25.84,87,overcast clouds,26.75,144.44444444444446,12.468440756144114,1,260000,36000000,8.666666666666668,71.42857142857143,1,10.0,1
2022-07-04,1,26000,390,Upper Basement out of 7,Carpet Area,"Greenfields CHS, Andheri East",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,1202,25.84,87,overcast clouds,26.75,66.66666666666667,10.165890277802454,1,26000,7800000,4.0,71.42857142857143,0,5.0,1
2022-06-27,2,46000,669,15 out of 43,Carpet Area,"Tulip at Runwal Forests, Kanjurmarg West",Mumbai,Unfurnished,Bachelors,2,Contact Agent,1203,25.84,87,overcast clouds,26.75,68.75934230194319,10.736418414365376,0,46000,13380000,4.125560538116592,71.42857142857143,1,5.0,1
2022-06-23,4,850000,3200,2 out of 4,Carpet Area,Breach Candy,Mumbai,Furnished,Bachelors/Family,4,Contact Agent,1204,25.84,87,overcast clouds,26.75,265.625,13.652992804936396,1,850000,64000000,15.937499999999998,71.42857142857143,1,10.0,1
2022-07-09,3,140000,1400,11 out of 13,Carpet Area,"Insignia, Bandra Kurla Complex",Mumbai,Semi-Furnished,Family,3,Contact Agent,1205,25.84,87,overcast clouds,26.75,100.0,11.849404844423074,1,140000,28000000,6.0,71.42857142857143,1,8.0,1
2022-06-23,1,6500,325,7 out of 16,Carpet Area,"Unicorn Global Arena, Naigaon East",Mumbai,Unfurnished,Family,1,Contact Agent,1206,25.84,87,overcast clouds,26.75,20.0,8.77971129020447,0,6500,6500000,1.2,71.42857142857143,0,1.0,1
2022-06-27,1,34999,450,5 out of 12,Carpet Area,"HDIL Premier Residences, Kurla West",Mumbai,Furnished,Bachelors/Family,2,Contact Agent,1207,25.84,87,overcast clouds,26.75,77.77555555555556,10.46310334047155,1,34999,9000000,4.666533333333334,71.42857142857143,1,6.0,1
2022-05-31,1,21000,600,5 out of 6,Super Area,Sher E Punjab Society,Mumbai,Furnished,Bachelors/Family,1,Contact Owner,1208,25.84,87,overcast clouds,26.75,35.0,9.952325334619427,1,21000,12000000,2.1,71.42857142857143,0,1.0,1
2022-06-23,3,150000,1330,32 out of 59,Carpet Area,"Oberoi Esquire, Goregaon East",Mumbai,Semi-Furnished,Family,4,Contact Agent,1209,25.84,87,overcast clouds,26.75,112.78195488721805,11.918397239722838,1,150000,26600000,6.7669172932330826,71.42857142857143,1,9.0,1
2022-06-04,1,35000,500,7 out of 23,Super Area,Powai,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Owner,1210,25.84,87,overcast clouds,26.75,70.0,10.463131911491967,1,35000,10000000,4.2,71.42857142857143,1,5.0,1
2022-05-22,2,46000,725,Upper Basement out of 16,Carpet Area,Chembur,Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent,1211,25.84,87,overcast clouds,26.75,63.44827586206897,10.736418414365376,0,46000,14500000,3.806896551724138,71.42857142857143,0,4.0,1
2022-06-23,3,65000,1000,5 out of 10,Carpet Area,Chembur,Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Agent,1212,25.84,87,overcast clouds,26.75,65.0,11.082157933374816,1,65000,20000000,3.9,71.42857142857143,0,5.0,1
2022-05-13,1,50000,410,6 out of 12,Carpet Area,Dadar East,Mumbai,Semi-Furnished,Bachelors/Family,1,Contact Agent,1213,25.84,87,overcast clouds,26.75,121.95121951219512,10.819798284210286,1,50000,8200000,7.317073170731707,71.42857142857143,1,9.0,1
2022-06-03,2,60000,750,5 out of 9,Carpet Area,"Green Woods Chkala, Andheri East",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,1214,25.84,87,overcast clouds,26.75,80.0,11.002116507732017,1,60000,15000000,4.8,71.42857142857143,1,6.0,1
2022-06-03,1,16000,160,2 out of 3,Carpet Area,Lal Baug,Mumbai,Unfurnished,Bachelors/Family,1,Contact Owner,1215,25.84,87,overcast clouds,26.75,100.0,9.680406499268875,0,16000,3200000,6.0,71.42857142857143,1,8.0,1
2022-06-29,3,65000,1050,13 out of 21,Carpet Area,"Hillcrest, Andheri East",Mumbai,Semi-Furnished,Bachelors,3,Contact Agent,1216,25.84,87,overcast clouds,26.75,61.904761904761905,11.082157933374816,1,65000,21000000,3.7142857142857144,71.42857142857143,0,4.0,1
2022-05-14,2,55000,750,10 out of 14,Carpet Area,Chandivali,Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent,1217,25.84,87,overcast clouds,26.75,73.33333333333333,10.915106645867503,0,55000,15000000,4.3999999999999995,71.42857142857143,1,6.0,1
2022-05-19,2,15000,600,18 out of 28,Carpet Area,Shilphata,Mumbai,Unfurnished,Bachelors/Family,2,Contact Owner,1218,25.84,87,overcast clouds,26.75,25.0,9.61587214452889,0,15000,12000000,1.5,71.42857142857143,0,1.0,1
2022-06-02,1,39000,585,3 out of 7,Super Area,"Chanchal Kalyan Complex, Yari Road",Mumbai,Unfurnished,Family,2,Contact Agent,1219,25.84,87,overcast clouds,26.75,66.66666666666667,10.571342565808699,0,39000,11700000,4.0,71.42857142857143,0,5.0,1
2022-06-28,2,130000,1000,10 out of 13,Carpet Area,Bandra West,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,1220,25.84,87,overcast clouds,26.75,130.0,11.775297421715827,1,130000,20000000,7.8,71.42857142857143,1,9.0,1
2022-06-16,3,100000,1300,12 out of 24,Carpet Area,"L&T Emerald Isle, Powai",Mumbai,Semi-Furnished,Family,3,Contact Agent,1221,25.84,87,overcast clouds,26.75,76.92307692307692,11.51293546492023,1,100000,26000000,4.615384615384616,71.42857142857143,1,6.0,1
2022-07-04,3,90000,1110,9 out of 55,Carpet Area,"Omkar Alta Monte, Kurar Village",Mumbai,Furnished,Bachelors/Family,3,Contact Agent,1222,25.84,87,overcast clouds,26.75,81.08108108108108,11.407576060361786,1,90000,22200000,4.864864864864865,71.42857142857143,1,7.0,1
2022-06-10,1,25000,350,2 out of 17,Carpet Area,Ghatla,Mumbai,Furnished,Bachelors/Family,1,Contact Owner,1223,25.84,87,overcast clouds,26.75,71.42857142857143,10.12667110305036,1,25000,7000000,4.285714285714286,71.42857142857143,1,5.0,1
2022-07-09,2,62000,650,11 out of 25,Carpet Area,Jacob Circle,Mumbai,Unfurnished,Family,2,Contact Agent,1224,25.84,87,overcast clouds,26.75,95.38461538461539,11.034905792929415,0,62000,13000000,5.723076923076923,71.42857142857143,1,8.0,1
2022-05-05,1,25000,490,3 out of 7,Super Area,Kandivali East,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Owner,1225,25.84,87,overcast clouds,26.75,51.02040816326531,10.12667110305036,1,25000,9800000,3.061224489795918,71.42857142857143,0,2.0,1
2022-06-08,3,160000,1100,8 out of 10,Carpet Area,Santacruz West,Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Agent,1226,25.84,87,overcast clouds,26.75,145.45454545454547,11.982935344196433,1,160000,22000000,8.727272727272728,71.42857142857143,1,10.0,1
2022-07-06,2,49500,650,5 out of 16,Carpet Area,Juhu Versova Link Road,Mumbai,Unfurnished,Family,2,Contact Agent,1227,25.84,87,overcast clouds,26.75,76.15384615384616,10.809748150372926,0,49500,13000000,4.569230769230769,71.42857142857143,1,6.0,1
2022-06-23,3,80000,1100,15 out of 28,Carpet Area,"Godrej Central, Chembur",Mumbai,Unfurnished,Bachelors/Family,3,Contact Agent,1228,25.84,87,overcast clouds,26.75,72.72727272727273,11.289794413577894,0,80000,22000000,4.363636363636364,71.42857142857143,1,6.0,1
2022-06-10,1,21000,225,6 out of 24,Carpet Area,Lower Parel,Mumbai,Unfurnished,Bachelors/Family,1,Contact Owner,1229,25.84,87,overcast clouds,26.75,93.33333333333333,9.952325334619427,0,21000,4500000,5.6000000000000005,71.42857142857143,1,7.0,1
2022-07-04,3,80000,1110,49 out of 55,Carpet Area,"Omkar Alta Monte, Kurar Village",Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Agent,1230,25.84,87,overcast clouds,26.75,72.07207207207207,11.289794413577894,1,80000,22200000,4.324324324324325,71.42857142857143,1,6.0,1
2022-06-20,2,110000,850,5 out of 13,Carpet Area,Pali Hill,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,1231,25.84,87,overcast clouds,26.75,129.41176470588235,11.608244735642321,1,110000,17000000,7.764705882352942,71.42857142857143,1,9.0,1
2022-06-28,3,55000,999,14 out of 23,Carpet Area,"Orchid Residency, Link Road",Mumbai,Semi-Furnished,Family,2,Contact Agent,1232,25.84,87,overcast clouds,26.75,55.05505505505506,10.915106645867503,1,55000,19980000,3.303303303303303,71.42857142857143,0,3.0,1
2022-07-07,1,21000,385,Ground out of 5,Super Area,in Santacruz East,Mumbai,Unfurnished,Bachelors/Family,1,Contact Owner,1233,25.84,87,overcast clouds,26.75,54.54545454545455,9.952325334619427,0,21000,7700000,3.272727272727273,71.42857142857143,0,3.0,1
2022-06-22,3,100000,1000,2 out of 4,Carpet Area,Santacruz West,Mumbai,Furnished,Bachelors/Family,3,Contact Agent,1234,25.84,87,overcast clouds,26.75,100.0,11.51293546492023,1,100000,20000000,6.0,71.42857142857143,1,8.0,1
2022-07-09,2,46700,800,2 out of 7,Carpet Area,"Milap CHS, Seven Bungalows",Mumbai,Unfurnished,Family,2,Contact Agent,1235,25.84,87,overcast clouds,26.75,58.375,10.751520856703959,0,46700,16000000,3.5025,71.42857142857143,0,3.0,1
2022-06-22,4,400000,2500,5 out of 12,Carpet Area,Bandra West,Mumbai,Furnished,Bachelors/Family,4,Contact Agent,1236,25.84,87,overcast clouds,26.75,160.0,12.899222326086994,1,400000,50000000,9.6,71.42857142857143,1,10.0,1
2022-05-14,4,280000,1526,76 out of 78,Carpet Area,"Lodha Marquise, Worli",Mumbai,Semi-Furnished,Bachelors/Family,5,Contact Agent,1237,25.84,87,overcast clouds,26.75,183.4862385321101,12.54254845357358,1,280000,30520000,11.009174311926607,71.42857142857143,1,10.0,1
2022-05-27,1,18000,300,3 out of 10,Super Area,Kurla West,Mumbai,Unfurnished,Bachelors/Family,1,Contact Owner,1238,25.84,87,overcast clouds,26.75,60.0,9.798182590890704,0,18000,6000000,3.5999999999999996,71.42857142857143,0,4.0,1
2022-07-06,3,80000,1800,10 out of 13,Super Area,"Sabari Palm View, Chembur",Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Agent,1239,25.84,87,overcast clouds,26.75,44.44444444444444,11.289794413577894,1,80000,36000000,2.666666666666667,71.42857142857143,0,2.0,1
2022-06-28,2,88000,800,5 out of 20,Carpet Area,"Kanakia Paris, Bandra Kurla Complex",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,1240,25.84,87,overcast clouds,26.75,110.0,11.385103457032141,1,88000,16000000,6.6000000000000005,71.42857142857143,1,9.0,1
2022-07-09,4,200000,2200,11 out of 20,Carpet Area,Seven Bungalows,Mumbai,Semi-Furnished,Bachelors/Family,5,Contact Agent,1241,25.84,87,overcast clouds,26.75,90.9090909090909,12.206077645517674,1,200000,44000000,5.454545454545454,71.42857142857143,1,7.0,1
2022-05-17,3,90000,890,20 out of 27,Carpet Area,"Oberoi Splendor, JVLR-Jogeshwari Vikhroli Link Road",Mumbai,Furnished,Family,2,Contact Agent,1242,25.84,87,overcast clouds,26.75,101.12359550561797,11.407576060361786,1,90000,17800000,6.067415730337078,71.42857142857143,1,8.0,1
2022-06-02,3,100000,1256,10 out of 22,Carpet Area,"Satyam Springs, Deonar",Mumbai,Furnished,Family,3,Contact Agent,1243,25.84,87,overcast clouds,26.75,79.61783439490446,11.51293546492023,1,100000,25120000,4.777070063694268,71.42857142857143,1,6.0,1
2022-07-06,2,79500,750,17 out of 20,Carpet Area,"Hiranandani Castle Rock, Hiranandani Gardens",Mumbai,Semi-Furnished,Family,2,Contact Agent,1244,25.84,87,overcast clouds,26.75,106.0,11.283524879179666,1,79500,15000000,6.36,71.42857142857143,1,8.0,1
2022-07-06,3,84500,889,7 out of 27,Carpet Area,"Oberoi Splendor, JVLR-Jogeshwari Vikhroli Link Road",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,1245,25.84,87,overcast clouds,26.75,95.05061867266592,11.344518647594766,1,84500,17780000,5.703037120359955,71.42857142857143,1,8.0,1
2022-06-12,2,100000,750,14 out of 27,Carpet Area,"Hiranandani Atlantis, Hiranandani Gardens",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,1246,25.84,87,overcast clouds,26.75,133.33333333333334,11.51293546492023,1,100000,15000000,8.0,71.42857142857143,1,9.0,1
2022-05-17,1,13000,385,6 out of 20,Carpet Area,"Aims Sea View, Indralok",Mumbai,Unfurnished,Family,1,Contact Agent,1247,25.84,87,overcast clouds,26.75,33.76623376623377,9.472781556562168,0,13000,7700000,2.0259740259740258,71.42857142857143,0,1.0,1
2022-05-18,2,38000,700,14 out of 23,Carpet Area,"Sky Villa, Gokuldham",Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent,1248,25.84,87,overcast clouds,26.75,54.285714285714285,10.545367754151743,0,38000,14000000,3.257142857142857,71.42857142857143,0,3.0,1
2022-06-16,4,100000,1454,5 out of 7,Carpet Area,"diamond garden, Chembur East",Mumbai,Unfurnished,Bachelors/Family,4,Contact Agent,1249,25.84,87,overcast clouds,26.75,68.7757909215956,11.51293546492023,0,100000,29080000,4.126547455295736,71.42857142857143,1,5.0,1
2022-07-07,1,20000,465,3 out of 4,Super Area,in Borivali East,Mumbai,Semi-Furnished,Bachelors,1,Contact Owner,1250,25.84,87,overcast clouds,26.75,43.01075268817204,9.90353755128617,1,20000,9300000,2.5806451612903225,71.42857142857143,0,2.0,1
2022-07-06,1,35000,480,1 out of 7,Carpet Area,Seven Bungalows,Mumbai,Semi-Furnished,Family,2,Contact Agent,1251,25.84,87,overcast clouds,26.75,72.91666666666667,10.463131911491967,1,35000,9600000,4.375,71.42857142857143,1,6.0,1
2022-06-20,2,140000,900,8 out of 36,Carpet Area,"Marathon Next Gen Era, Lower Parel",Mumbai,Furnished,Family,2,Contact Agent,1252,25.84,87,overcast clouds,26.75,155.55555555555554,11.849404844423074,1,140000,18000000,9.333333333333334,71.42857142857143,1,10.0,1
2022-05-23,2,72000,660,12 out of 22,Carpet Area,"Hiranandani Castle Rock, Hiranandani Gardens",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,1253,25.84,87,overcast clouds,26.75,109.0909090909091,11.184435286790631,1,72000,13200000,6.545454545454546,71.42857142857143,1,9.0,1
